"objectid","datarel","confirmed","deaths","recovered"
1,2020-04-27,328,12,
2,2020-04-27,328,12,
3,2020-04-27,3252,191,
4,2020-04-27,5556,179,
5,2020-04-27,14496,536,
6,2020-04-27,120,9,
8,2020-04-27,86,0,
