"objectid","datarel","confirmed","deaths","recovered"
1,2020-05-02,218,1,
2,2020-05-02,331,13,
3,2020-05-02,3426,206,
4,2020-05-02,6047,205,
5,2020-05-02,14951,585,
6,2020-05-02,131,13,
8,2020-05-02,86,0,
