"objectid","datarel","confirmed","deaths","recovered"
1,2020-03-31,50,0,0
2,2020-03-31,137,2,0
3,2020-03-31,911,40,10
4,2020-03-31,1799,35,17
5,2020-03-31,4452,83,16
6,2020-03-31,48,0,0
8,2020-03-31,46,0,0
