"objectid","datarel","confirmed","deaths","recovered"
1,2020-05-20,248,1,
2,2020-05-20,356,15,
3,2020-05-20,3655,230,
4,2020-05-20,8688,289,
5,2020-05-20,16488,713,
6,2020-05-20,135,15,
8,2020-05-20,90,0,
