"objectid","datarel","confirmed","deaths","recovered"
1,2020-06-01,259,1,
2,2020-06-01,372,15,
3,2020-06-01,3747,239,
4,2020-06-01,11335,363,
5,2020-06-01,16760,791,
6,2020-06-01,137,15,
8,2020-06-01,90,0,
