"objectid","datarel","confirmed","deaths","recovered"
1,2020-04-10,125,0,
2,2020-04-10,279,8,
3,2020-04-10,2197,107,
4,2020-04-10,3821,78,
5,2020-04-10,8897,240,
6,2020-04-10,94,2,
8,2020-04-10,59,0,
